[04Jul2025 14:51:20.766] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forge_server, nogui]
[04Jul2025 14:51:20.768] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: JVM identified as Ubuntu OpenJDK 64-Bit Server VM 21.0.7+6-Ubuntu-0ubuntu124.04
[04Jul2025 14:51:20.769] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.2.4 starting: java version 21.0.7 by Ubuntu; OS Linux arch amd64 version 6.8.0-1027-azure
[04Jul2025 14:51:20.858] [main/INFO] [net.minecraftforge.fml.loading.ImmediateWindowHandler/]: ImmediateWindowProvider not loading because launch target is forge_server
[04Jul2025 14:51:20.967] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.7 Source=jar:file:///workspaces/bauti/servidor_minecraft/libraries/org/spongepowered/mixin/0.8.7/mixin-0.8.7.jar!/ Service=ModLauncher Env=SERVER
[04Jul2025 14:51:21.192] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator/]: No dependencies to load found. Skipping!
[04Jul2025 14:51:22.150] [main/INFO] [cpw.mods.modlauncher.LaunchServiceHandler/MODLAUNCHER]: Launching target 'forge_server' with arguments [nogui]
[04Jul2025 14:51:27.093] [modloading-worker-0/INFO] [net.minecraftforge.common.ForgeMod/FORGEMOD]: Forge mod loading, version 54.1.0, for MC 1.21.4 with MCP 20241203.143248
[04Jul2025 14:51:27.094] [modloading-worker-0/INFO] [net.minecraftforge.common.MinecraftForge/FORGE]: MinecraftForge v54.1.0 Initialized
[04Jul2025 14:51:27.113] [modloading-worker-0/INFO] [net.minecraftforge.common.ForgeMod/FORGEMOD]: Opening jdk.naming.dns/com.sun.jndi.dns to java.naming
[04Jul2025 14:51:27.319] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Configuration file /workspaces/bauti/servidor_minecraft/config/forge-common.toml is not correct. Correcting
[04Jul2025 14:51:27.320] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key general was corrected from null to its default, SynchronizedConfig{DataHolder:{}}. 
[04Jul2025 14:51:27.321] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key general.logLegacyTagWarnings was corrected from null to its default, OFF. 
[04Jul2025 14:51:27.514] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [forge] Starting version check at https://files.minecraftforge.net/net/minecraftforge/forge/promotions_slim.json
[04Jul2025 14:51:28.061] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [forge] Found status: UP_TO_DATE Current: 54.1.0 Target: null
[04Jul2025 14:51:28.471] [main/INFO] [com.mojang.authlib.yggdrasil.YggdrasilAuthenticationService/]: Environment: Environment[sessionHost=https://sessionserver.mojang.com, servicesHost=https://api.minecraftservices.com, name=PROD]
[04Jul2025 14:51:28.644] [main/WARN] [net.minecraftforge.common.ForgeHooks/WP]: The following mods have version differences that were not resolved:
forge (version 51.0.33 -> 54.1.0)
Things may not work well.
[04Jul2025 14:51:28.717] [main/ERROR] [net.minecraftforge.registries.GameData/REGISTRIES]: Unidentified mapping from registry minecraft:entity_type
	minecraft:boat: 10
	minecraft:chest_boat: 17

[04Jul2025 14:51:28.726] [main/ERROR] [net.minecraftforge.registries.GameData/REGISTRIES]: Unidentified mapping from registry minecraft:sound_event
	minecraft:entity.goat.screaming.horn_break: 626
	minecraft:item.goat_horn.play: 617

[04Jul2025 14:51:28.729] [main/WARN] [net.minecraftforge.registries.GameData/REGISTRIES]: Forge Mod Loader detected missing registry entries.

There are 4 missing entries in this save.
If you continue the missing entries will get removed.
A world backup will be automatically created in your saves directory.


[04Jul2025 14:51:28.729] [main/WARN] [net.minecraftforge.registries.GameData/REGISTRIES]: Missing minecraft:sound_event:
    minecraft:entity.goat.screaming.horn_break
    minecraft:item.goat_horn.play

Missing minecraft:entity_type:
    minecraft:boat
    minecraft:chest_boat


[04Jul2025 14:51:28.729] [main/ERROR] [net.minecraftforge.registries.GameData/REGISTRIES]: There are unidentified mappings in this world - we are going to attempt to process anyway
[04Jul2025 14:51:28.760] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: minecraft:entity.creaking.sway Expected: 383 Got: 1622
[04Jul2025 14:51:28.760] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: minecraft:entity.creaking.twitch Expected: 384 Got: 1623
[04Jul2025 14:51:28.761] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: minecraft:block.creaking_heart.break Expected: 385 Got: 1624
[04Jul2025 14:51:28.761] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: minecraft:block.creaking_heart.fall Expected: 386 Got: 1625
[04Jul2025 14:51:28.762] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: minecraft:block.creaking_heart.hit Expected: 387 Got: 1626
[04Jul2025 14:51:28.762] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: minecraft:block.creaking_heart.hurt Expected: 388 Got: 1627
[04Jul2025 14:51:28.762] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: minecraft:block.creaking_heart.place Expected: 389 Got: 1628
[04Jul2025 14:51:28.763] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: minecraft:block.creaking_heart.step Expected: 390 Got: 1629
[04Jul2025 14:51:28.763] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: minecraft:block.creaking_heart.idle Expected: 391 Got: 1630
[04Jul2025 14:51:28.763] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: minecraft:block.creaking_heart.spawn Expected: 392 Got: 1631
[04Jul2025 14:51:28.763] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: minecraft:block.eyeblossom.open_long Expected: 523 Got: 1632
[04Jul2025 14:51:28.764] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: minecraft:block.eyeblossom.open Expected: 524 Got: 1633
[04Jul2025 14:51:28.764] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: minecraft:block.eyeblossom.close_long Expected: 525 Got: 1634
[04Jul2025 14:51:28.764] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: minecraft:block.eyeblossom.close Expected: 526 Got: 1635
[04Jul2025 14:51:28.764] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: minecraft:block.eyeblossom.idle Expected: 527 Got: 1636
[04Jul2025 14:51:28.765] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: minecraft:block.pale_hanging_moss.idle Expected: 1038 Got: 1637
[04Jul2025 14:51:28.765] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: minecraft:entity.parrot.imitate.creaking Expected: 1058 Got: 1638
[04Jul2025 14:51:28.766] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: minecraft:block.spawner.break Expected: 1323 Got: 1639
[04Jul2025 14:51:28.766] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: minecraft:block.spawner.fall Expected: 1324 Got: 1640
[04Jul2025 14:51:28.766] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: minecraft:block.spawner.hit Expected: 1325 Got: 1641
[04Jul2025 14:51:28.766] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: minecraft:block.spawner.place Expected: 1326 Got: 1642
[04Jul2025 14:51:28.767] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: minecraft:block.spawner.step Expected: 1327 Got: 1643
[04Jul2025 14:51:28.767] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: minecraft:block.resin.break Expected: 1328 Got: 1644
[04Jul2025 14:51:28.767] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: minecraft:block.resin.fall Expected: 1329 Got: 1645
[04Jul2025 14:51:28.768] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: minecraft:block.resin.place Expected: 1330 Got: 1646
[04Jul2025 14:51:28.768] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: minecraft:block.resin.step Expected: 1331 Got: 1647
[04Jul2025 14:51:28.768] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: minecraft:block.resin_bricks.break Expected: 1332 Got: 1648
[04Jul2025 14:51:28.768] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: minecraft:block.resin_bricks.fall Expected: 1333 Got: 1649
[04Jul2025 14:51:28.769] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: minecraft:block.resin_bricks.hit Expected: 1334 Got: 1650
[04Jul2025 14:51:28.769] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: minecraft:block.resin_bricks.place Expected: 1335 Got: 1651
[04Jul2025 14:51:28.769] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: minecraft:block.resin_bricks.step Expected: 1336 Got: 1652
[04Jul2025 14:51:28.770] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: minecraft:acacia_boat Expected: 0 Got: 130
[04Jul2025 14:51:28.770] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: minecraft:acacia_chest_boat Expected: 1 Got: 131
[04Jul2025 14:51:28.770] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: minecraft:bamboo_chest_raft Expected: 8 Got: 132
[04Jul2025 14:51:28.771] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: minecraft:bamboo_raft Expected: 9 Got: 133
[04Jul2025 14:51:28.771] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: minecraft:birch_boat Expected: 12 Got: 134
[04Jul2025 14:51:28.771] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: minecraft:birch_chest_boat Expected: 13 Got: 135
[04Jul2025 14:51:28.771] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: minecraft:cherry_boat Expected: 22 Got: 136
[04Jul2025 14:51:28.772] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: minecraft:cherry_chest_boat Expected: 23 Got: 137
[04Jul2025 14:51:28.772] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: minecraft:creaking Expected: 29 Got: 138
[04Jul2025 14:51:28.772] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: minecraft:dark_oak_boat Expected: 31 Got: 139
[04Jul2025 14:51:28.772] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: minecraft:dark_oak_chest_boat Expected: 32 Got: 140
[04Jul2025 14:51:28.773] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: minecraft:jungle_boat Expected: 71 Got: 141
[04Jul2025 14:51:28.773] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: minecraft:jungle_chest_boat Expected: 72 Got: 142
[04Jul2025 14:51:28.773] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: minecraft:mangrove_boat Expected: 78 Got: 143
[04Jul2025 14:51:28.773] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: minecraft:mangrove_chest_boat Expected: 79 Got: 144
[04Jul2025 14:51:28.774] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: minecraft:oak_boat Expected: 84 Got: 145
[04Jul2025 14:51:28.774] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: minecraft:oak_chest_boat Expected: 85 Got: 146
[04Jul2025 14:51:28.774] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: minecraft:pale_oak_boat Expected: 89 Got: 147
[04Jul2025 14:51:28.775] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: minecraft:pale_oak_chest_boat Expected: 90 Got: 148
[04Jul2025 14:51:28.775] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: minecraft:spruce_boat Expected: 118 Got: 149
[04Jul2025 14:51:28.775] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:entity_type: Object did not get ID it asked for. Name: minecraft:spruce_chest_boat Expected: 119 Got: 150
[04Jul2025 14:51:31.079] [main/INFO] [net.minecraft.world.item.crafting.RecipeManager/]: Loaded 1370 recipes
[04Jul2025 14:51:31.101] [main/INFO] [net.minecraft.advancements.AdvancementTree/]: Loaded 1481 advancements
[04Jul2025 14:51:31.269] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: Starting minecraft server version 1.21.4
[04Jul2025 14:51:31.270] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: Loading properties
[04Jul2025 14:51:31.270] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: Default game type: SURVIVAL
[04Jul2025 14:51:31.270] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Generating keypair
[04Jul2025 14:51:31.377] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: Starting Minecraft server on *:25565
[04Jul2025 14:51:31.427] [Server thread/INFO] [net.minecraft.server.network.ServerConnectionListener/]: Using epoll channel type
[04Jul2025 14:51:31.470] [Server thread/WARN] [net.minecraft.server.dedicated.DedicatedServer/]: **** SERVER IS RUNNING IN OFFLINE/INSECURE MODE!
[04Jul2025 14:51:31.470] [Server thread/WARN] [net.minecraft.server.dedicated.DedicatedServer/]: The server will make no attempt to authenticate usernames. Beware.
[04Jul2025 14:51:31.470] [Server thread/WARN] [net.minecraft.server.dedicated.DedicatedServer/]: While this makes the game possible to play without internet access, it also opens up the ability for hackers to connect with any username they choose.
[04Jul2025 14:51:31.471] [Server thread/WARN] [net.minecraft.server.dedicated.DedicatedServer/]: To change this, set "online-mode" to "true" in the server.properties file.
[04Jul2025 14:51:31.521] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: Preparing level "world"
[04Jul2025 14:51:31.856] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Preparing start region for dimension minecraft:overworld
[04Jul2025 14:51:34.434] [Worker-Main-1/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 0%
[04Jul2025 14:51:34.445] [Worker-Main-1/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 0%
[04Jul2025 14:51:34.445] [Worker-Main-1/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 0%
[04Jul2025 14:51:34.445] [Worker-Main-1/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 0%
[04Jul2025 14:51:34.446] [Worker-Main-1/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 0%
[04Jul2025 14:51:34.446] [Worker-Main-1/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 0%
[04Jul2025 14:51:34.918] [Server thread/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Time elapsed: 3060 ms
[04Jul2025 14:51:34.919] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: Done (3.437s)! For help, type "help"
[04Jul2025 14:51:34.931] [Server thread/INFO] [net.minecraftforge.server.permission.PermissionAPI/]: Successfully initialized permission handler forge:default_handler
[04Jul2025 14:51:34.989] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Unknown or incomplete command, see below for error
[04Jul2025 14:51:34.990] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: safety-waste.gl.joinmc.link<--[HERE]
[04Jul2025 14:52:34.882] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Server empty for 60 seconds, pausing
[04Jul2025 14:59:57.811] [Server thread/INFO] [net.minecraft.server.players.PlayerList/]: bautitapia15[/127.71.52.97:59803] logged in with entity id 42 at (-0.016304230361092027, 69.0, 11.722228010908886)
[04Jul2025 14:59:57.834] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: bautitapia15 joined the game
[04Jul2025 14:59:58.799] [Server thread/INFO] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: bautitapia15 lost connection: Disconnected
[04Jul2025 14:59:58.800] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: bautitapia15 left the game
[04Jul2025 15:00:27.935] [Server thread/INFO] [net.minecraft.server.players.PlayerList/]: bautitapia15[/127.71.52.97:58181] logged in with entity id 107 at (-0.016304230361092027, 69.0, 11.722228010908886)
[04Jul2025 15:00:27.937] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: bautitapia15 joined the game
[04Jul2025 15:00:28.444] [Server thread/INFO] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: bautitapia15 lost connection: Disconnected
[04Jul2025 15:00:28.444] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: bautitapia15 left the game
[04Jul2025 15:01:06.232] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Stopping server
[04Jul2025 15:01:06.233] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving players
[04Jul2025 15:01:06.233] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving worlds
[04Jul2025 15:01:06.260] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[world]'/minecraft:overworld
[04Jul2025 15:01:06.294] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[world]'/minecraft:the_end
[04Jul2025 15:01:06.300] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[world]'/minecraft:the_nether
[04Jul2025 15:01:06.327] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: ThreadedAnvilChunkStorage (world): All chunks are saved
[04Jul2025 15:01:06.327] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: ThreadedAnvilChunkStorage (DIM1): All chunks are saved
[04Jul2025 15:01:06.327] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: ThreadedAnvilChunkStorage (DIM-1): All chunks are saved
[04Jul2025 15:01:06.327] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: ThreadedAnvilChunkStorage: All dimensions are saved
